[2026-03-30T21:25:16.086075] ACTION: IOT_UPLOAD | CAT: b暹罗_小黑 | ML: 159.2 | RESULT: 达标
[2026-04-08T23:42:23.590249] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 113.3 | RESULT: 未达标
[2026-04-08T23:42:23.591994] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 89.3 | RESULT: 未达标
[2026-04-08T23:42:23.594599] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 77.7 | RESULT: 未达标
[2026-04-08T23:42:23.602737] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 95.8 | RESULT: 未达标
[2026-04-08T23:42:23.613055] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 151.5 | RESULT: 达标
[2026-04-08T23:42:23.626538] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 44.9 | RESULT: 未达标
[2026-04-08T23:42:23.628414] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 245.0 | RESULT: 超标
[2026-04-08T23:42:23.634670] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 98.1 | RESULT: 未达标
[2026-04-08T23:42:23.636667] ACTION: IOT_UPLOAD | CAT: test_cat_70 | ML: 116.6 | RESULT: 未达标
[2026-04-08T23:42:23.648670] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 256.4 | RESULT: 超标
[2026-04-08T23:42:23.656600] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 40.3 | RESULT: 未达标
[2026-04-08T23:42:23.662583] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 133.6 | RESULT: 达标
[2026-04-08T23:42:23.667382] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 234.4 | RESULT: 超标
[2026-04-08T23:42:23.670051] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 99.6 | RESULT: 未达标
[2026-04-08T23:42:23.686556] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 139.9 | RESULT: 达标
[2026-04-08T23:42:23.691178] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 161.2 | RESULT: 达标
[2026-04-08T23:42:23.696399] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 172.0 | RESULT: 达标
[2026-04-08T23:42:23.697577] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 146.7 | RESULT: 达标
[2026-04-08T23:42:23.712721] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 181.7 | RESULT: 超标
[2026-04-08T23:42:23.717563] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 228.8 | RESULT: 超标
[2026-04-08T23:42:23.725828] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 191.3 | RESULT: 超标
[2026-04-08T23:42:23.728237] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 118.1 | RESULT: 未达标
[2026-04-08T23:42:23.738959] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 212.4 | RESULT: 超标
[2026-04-08T23:42:23.751178] ACTION: IOT_UPLOAD | CAT: test_cat_66 | ML: 236.2 | RESULT: 超标
[2026-04-08T23:42:23.753986] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 78.9 | RESULT: 未达标
[2026-04-08T23:42:23.762126] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 34.0 | RESULT: 未达标
[2026-04-08T23:42:23.768324] ACTION: IOT_UPLOAD | CAT: test_cat_91 | ML: 298.9 | RESULT: 超标
[2026-04-08T23:42:23.779006] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 34.0 | RESULT: 未达标
[2026-04-08T23:42:23.785490] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 159.5 | RESULT: 达标
[2026-04-08T23:42:23.792885] ACTION: IOT_UPLOAD | CAT: test_cat_33 | ML: 102.2 | RESULT: 未达标
[2026-04-08T23:42:23.800142] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 265.4 | RESULT: 超标
[2026-04-08T23:42:23.804020] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 204.7 | RESULT: 超标
[2026-04-08T23:42:23.814724] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 99.5 | RESULT: 未达标
[2026-04-08T23:42:23.820616] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 119.6 | RESULT: 未达标
[2026-04-08T23:42:23.827895] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 98.2 | RESULT: 未达标
[2026-04-08T23:42:23.831623] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 217.5 | RESULT: 超标
[2026-04-08T23:42:23.845674] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 218.8 | RESULT: 超标
[2026-04-08T23:42:23.849092] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 193.2 | RESULT: 超标
[2026-04-08T23:42:23.857922] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 268.6 | RESULT: 超标
[2026-04-08T23:42:23.862308] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 29.2 | RESULT: 未达标
[2026-04-08T23:42:23.874172] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 200.5 | RESULT: 超标
[2026-04-08T23:42:23.875666] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 44.6 | RESULT: 未达标
[2026-04-08T23:42:23.886354] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 233.2 | RESULT: 超标
[2026-04-08T23:42:23.894081] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 250.9 | RESULT: 超标
[2026-04-08T23:42:23.895939] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 185.6 | RESULT: 超标
[2026-04-08T23:42:23.906743] ACTION: IOT_UPLOAD | CAT: test_cat_96 | ML: 203.1 | RESULT: 超标
[2026-04-08T23:42:23.912985] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 16.3 | RESULT: 未达标
[2026-04-08T23:42:23.927354] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 230.7 | RESULT: 超标
[2026-04-08T23:42:23.936449] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 151.6 | RESULT: 达标
[2026-04-08T23:42:23.941492] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 243.5 | RESULT: 超标
[2026-04-08T23:42:23.945692] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 75.7 | RESULT: 未达标
[2026-04-08T23:42:23.950882] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 258.8 | RESULT: 超标
[2026-04-08T23:42:23.958772] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 221.8 | RESULT: 超标
[2026-04-08T23:42:23.973076] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 237.2 | RESULT: 超标
[2026-04-08T23:42:23.976178] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 245.4 | RESULT: 超标
[2026-04-08T23:42:23.979656] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 18.5 | RESULT: 未达标
[2026-04-08T23:42:23.987655] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 157.9 | RESULT: 达标
[2026-04-08T23:42:23.995119] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 97.5 | RESULT: 未达标
[2026-04-08T23:42:24.006052] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 126.5 | RESULT: 达标
[2026-04-08T23:42:24.006973] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 191.8 | RESULT: 超标
[2026-04-08T23:42:24.016544] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 137.6 | RESULT: 达标
[2026-04-08T23:42:24.036625] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 46.2 | RESULT: 未达标
[2026-04-08T23:42:24.037698] ACTION: IOT_UPLOAD | CAT: test_cat_33 | ML: 100.9 | RESULT: 未达标
[2026-04-08T23:42:24.045399] ACTION: IOT_UPLOAD | CAT: test_cat_92 | ML: 130.8 | RESULT: 达标
[2026-04-08T23:42:24.063007] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 213.5 | RESULT: 超标
[2026-04-08T23:42:24.064580] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 35.8 | RESULT: 未达标
[2026-04-08T23:42:24.083208] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 235.5 | RESULT: 超标
[2026-04-08T23:42:24.084753] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 202.2 | RESULT: 超标
[2026-04-08T23:42:24.088291] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 248.3 | RESULT: 超标
[2026-04-08T23:42:24.091471] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 181.4 | RESULT: 超标
[2026-04-08T23:42:24.111368] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 174.8 | RESULT: 达标
[2026-04-08T23:42:24.112364] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 234.2 | RESULT: 超标
[2026-04-08T23:42:24.117368] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 72.8 | RESULT: 未达标
[2026-04-08T23:42:24.132396] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 194.0 | RESULT: 超标
[2026-04-08T23:42:24.136587] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 253.5 | RESULT: 超标
[2026-04-08T23:42:24.142908] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 226.5 | RESULT: 超标
[2026-04-08T23:42:24.151631] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 165.0 | RESULT: 达标
[2026-04-08T23:42:24.160420] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 120.8 | RESULT: 达标
[2026-04-08T23:42:24.164582] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 227.6 | RESULT: 超标
[2026-04-08T23:42:24.172373] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 185.9 | RESULT: 超标
[2026-04-08T23:42:24.178118] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 184.7 | RESULT: 超标
[2026-04-08T23:42:24.186854] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 38.1 | RESULT: 未达标
[2026-04-08T23:42:24.197342] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 246.4 | RESULT: 超标
[2026-04-08T23:42:24.205179] ACTION: IOT_UPLOAD | CAT: test_cat_33 | ML: 82.8 | RESULT: 未达标
[2026-04-08T23:42:24.208797] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 243.3 | RESULT: 超标
[2026-04-08T23:42:24.213199] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 34.8 | RESULT: 未达标
[2026-04-08T23:42:24.222506] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 149.3 | RESULT: 达标
[2026-04-08T23:42:24.230818] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 99.2 | RESULT: 未达标
[2026-04-08T23:42:24.235041] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 18.6 | RESULT: 未达标
[2026-04-08T23:42:24.247874] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 247.9 | RESULT: 超标
[2026-04-08T23:42:24.250761] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 80.1 | RESULT: 未达标
[2026-04-08T23:42:24.257353] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 80.0 | RESULT: 未达标
[2026-04-08T23:42:24.270052] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 218.3 | RESULT: 超标
[2026-04-08T23:42:24.275034] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 288.7 | RESULT: 超标
[2026-04-08T23:42:24.282255] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 173.3 | RESULT: 达标
[2026-04-08T23:42:24.287514] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 95.6 | RESULT: 未达标
[2026-04-08T23:42:24.296446] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 109.3 | RESULT: 未达标
[2026-04-08T23:42:24.303161] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 272.7 | RESULT: 超标
[2026-04-08T23:42:24.305473] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 18.2 | RESULT: 未达标
[2026-04-08T23:42:24.316140] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 94.5 | RESULT: 未达标
[2026-04-08T23:42:24.319465] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 171.3 | RESULT: 达标
[2026-04-08T23:42:24.327136] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 149.3 | RESULT: 达标
[2026-04-08T23:42:24.333139] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 86.4 | RESULT: 未达标
[2026-04-08T23:42:24.341904] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 283.0 | RESULT: 超标
[2026-04-08T23:42:24.346209] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 192.5 | RESULT: 超标
[2026-04-08T23:42:24.353030] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 84.8 | RESULT: 未达标
[2026-04-08T23:42:24.360093] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 39.7 | RESULT: 未达标
[2026-04-08T23:42:24.367051] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 35.3 | RESULT: 未达标
[2026-04-08T23:42:24.378926] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 202.3 | RESULT: 超标
[2026-04-08T23:42:24.381363] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 57.1 | RESULT: 未达标
[2026-04-08T23:42:24.388508] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 111.6 | RESULT: 未达标
[2026-04-08T23:42:24.390315] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 92.5 | RESULT: 未达标
[2026-04-08T23:42:24.401522] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 168.2 | RESULT: 达标
[2026-04-08T23:42:24.413548] ACTION: IOT_UPLOAD | CAT: test_cat_91 | ML: 160.1 | RESULT: 达标
[2026-04-08T23:42:24.415763] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 201.8 | RESULT: 超标
[2026-04-08T23:42:24.421626] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 60.8 | RESULT: 未达标
[2026-04-08T23:42:24.427831] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 38.1 | RESULT: 未达标
[2026-04-08T23:42:24.436418] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 155.8 | RESULT: 达标
[2026-04-08T23:42:24.447938] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 176.5 | RESULT: 达标
[2026-04-08T23:42:24.451777] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 68.4 | RESULT: 未达标
[2026-04-08T23:42:24.457582] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 54.9 | RESULT: 未达标
[2026-04-08T23:42:24.471484] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 287.7 | RESULT: 超标
[2026-04-08T23:42:24.476401] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 36.9 | RESULT: 未达标
[2026-04-08T23:42:24.479288] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 267.0 | RESULT: 超标
[2026-04-08T23:42:24.487189] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 37.9 | RESULT: 未达标
[2026-04-08T23:42:24.497326] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 116.1 | RESULT: 未达标
[2026-04-08T23:42:24.499037] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 101.8 | RESULT: 未达标
[2026-04-08T23:42:24.504198] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 137.9 | RESULT: 达标
[2026-04-08T23:42:24.518505] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 32.1 | RESULT: 未达标
[2026-04-08T23:42:24.526727] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 242.4 | RESULT: 超标
[2026-04-08T23:42:24.531530] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 50.7 | RESULT: 未达标
[2026-04-08T23:42:24.532331] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 12.8 | RESULT: 未达标
[2026-04-08T23:42:24.539491] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 137.0 | RESULT: 达标
[2026-04-08T23:42:24.551611] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 45.4 | RESULT: 未达标
[2026-04-08T23:42:24.561313] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 37.2 | RESULT: 未达标
[2026-04-08T23:42:24.563157] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 274.4 | RESULT: 超标
[2026-04-08T23:42:24.569736] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 240.9 | RESULT: 超标
[2026-04-08T23:42:24.575616] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 213.7 | RESULT: 超标
[2026-04-08T23:42:24.586390] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 220.3 | RESULT: 超标
[2026-04-08T23:42:24.587797] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 267.5 | RESULT: 超标
[2026-04-08T23:42:24.597022] ACTION: IOT_UPLOAD | CAT: test_cat_49 | ML: 203.4 | RESULT: 超标
[2026-04-08T23:42:24.606698] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 214.9 | RESULT: 超标
[2026-04-08T23:42:24.614381] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 247.2 | RESULT: 超标
[2026-04-08T23:42:24.616270] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 123.0 | RESULT: 达标
[2026-04-08T23:42:24.619612] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 176.4 | RESULT: 达标
[2026-04-08T23:42:24.638520] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 208.8 | RESULT: 超标
[2026-04-08T23:42:24.639399] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 236.1 | RESULT: 超标
[2026-04-08T23:42:24.642839] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 100.8 | RESULT: 未达标
[2026-04-08T23:42:24.664464] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 77.8 | RESULT: 未达标
[2026-04-08T23:42:24.665244] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 226.8 | RESULT: 超标
[2026-04-08T23:42:24.667273] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 138.6 | RESULT: 达标
[2026-04-08T23:42:24.675339] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 175.3 | RESULT: 达标
[2026-04-08T23:42:24.684316] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 291.9 | RESULT: 超标
[2026-04-08T23:42:24.688136] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 101.8 | RESULT: 未达标
[2026-04-08T23:42:24.699141] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 183.5 | RESULT: 超标
[2026-04-08T23:42:24.707996] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 283.1 | RESULT: 超标
[2026-04-08T23:42:24.716328] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 103.7 | RESULT: 未达标
[2026-04-08T23:42:24.717316] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 247.7 | RESULT: 超标
[2026-04-08T23:42:24.718997] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 212.9 | RESULT: 超标
[2026-04-08T23:42:24.732472] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 70.4 | RESULT: 未达标
[2026-04-08T23:42:24.743517] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 18.3 | RESULT: 未达标
[2026-04-08T23:42:24.750371] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 205.1 | RESULT: 超标
[2026-04-08T23:42:24.758497] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 61.2 | RESULT: 未达标
[2026-04-08T23:42:24.761399] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 247.4 | RESULT: 超标
[2026-04-08T23:42:24.765775] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 199.6 | RESULT: 超标
[2026-04-08T23:42:24.771835] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 144.8 | RESULT: 达标
[2026-04-08T23:42:24.786991] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 47.9 | RESULT: 未达标
[2026-04-08T23:42:24.790342] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 193.2 | RESULT: 超标
[2026-04-08T23:42:24.792896] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 42.5 | RESULT: 未达标
[2026-04-08T23:42:24.795541] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 152.9 | RESULT: 达标
[2026-04-08T23:42:24.814654] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 155.9 | RESULT: 达标
[2026-04-08T23:42:24.816705] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 48.9 | RESULT: 未达标
[2026-04-08T23:42:24.818383] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 28.5 | RESULT: 未达标
[2026-04-08T23:42:24.828658] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 249.5 | RESULT: 超标
[2026-04-08T23:42:24.837088] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 241.9 | RESULT: 超标
[2026-04-08T23:42:24.842291] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 189.3 | RESULT: 超标
[2026-04-08T23:42:24.853795] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 213.5 | RESULT: 超标
[2026-04-08T23:42:24.858738] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 191.6 | RESULT: 超标
[2026-04-08T23:42:24.863758] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 257.8 | RESULT: 超标
[2026-04-08T23:42:24.876160] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 263.0 | RESULT: 超标
[2026-04-08T23:42:24.882887] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 38.4 | RESULT: 未达标
[2026-04-08T23:42:24.887283] ACTION: IOT_UPLOAD | CAT: test_cat_12 | ML: 83.3 | RESULT: 未达标
[2026-04-08T23:42:24.893559] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 291.7 | RESULT: 超标
[2026-04-08T23:42:24.905853] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 260.5 | RESULT: 超标
[2026-04-08T23:42:24.907086] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 289.9 | RESULT: 超标
[2026-04-08T23:42:24.915287] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 66.8 | RESULT: 未达标
[2026-04-08T23:42:24.917665] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 120.5 | RESULT: 达标
[2026-04-08T23:42:24.935084] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 122.6 | RESULT: 达标
[2026-04-08T23:42:24.936354] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 120.2 | RESULT: 达标
[2026-04-08T23:42:24.940957] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 76.7 | RESULT: 未达标
[2026-04-08T23:42:24.946842] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 11.1 | RESULT: 未达标
[2026-04-08T23:42:24.957452] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 212.7 | RESULT: 超标
[2026-04-08T23:42:24.965766] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 117.8 | RESULT: 未达标
[2026-04-08T23:42:24.969358] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 20.8 | RESULT: 未达标
[2026-04-08T23:42:24.976545] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 113.8 | RESULT: 未达标
[2026-04-08T23:42:24.986729] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 185.0 | RESULT: 超标
[2026-04-08T23:42:24.990294] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 77.7 | RESULT: 未达标
[2026-04-08T23:42:24.995055] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 163.9 | RESULT: 达标
[2026-04-08T23:42:25.004018] ACTION: IOT_UPLOAD | CAT: test_cat_82 | ML: 37.4 | RESULT: 未达标
[2026-04-08T23:42:25.013568] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 27.7 | RESULT: 未达标
[2026-04-08T23:42:25.015351] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 31.3 | RESULT: 未达标
[2026-04-08T23:42:25.024236] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 196.8 | RESULT: 超标
[2026-04-08T23:42:25.037329] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 164.9 | RESULT: 达标
[2026-04-08T23:42:25.038124] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 175.2 | RESULT: 达标
[2026-04-08T23:42:25.044768] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 122.6 | RESULT: 达标
[2026-04-08T23:42:25.057089] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 95.5 | RESULT: 未达标
[2026-04-08T23:42:25.063423] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 216.3 | RESULT: 超标
[2026-04-08T23:42:25.067775] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 261.2 | RESULT: 超标
[2026-04-08T23:42:25.074090] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 296.7 | RESULT: 超标
[2026-04-08T23:42:25.079007] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 24.3 | RESULT: 未达标
[2026-04-08T23:42:25.089980] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 264.3 | RESULT: 超标
[2026-04-08T23:42:25.092970] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 122.4 | RESULT: 达标
[2026-04-08T23:42:25.094895] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 202.8 | RESULT: 超标
[2026-04-08T23:42:25.109014] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 225.1 | RESULT: 超标
[2026-04-08T23:42:25.122709] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 96.4 | RESULT: 未达标
[2026-04-08T23:42:25.124348] ACTION: IOT_UPLOAD | CAT: test_cat_49 | ML: 183.0 | RESULT: 超标
[2026-04-08T23:42:25.125616] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 98.2 | RESULT: 未达标
[2026-04-08T23:42:25.134515] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 182.9 | RESULT: 超标
[2026-04-08T23:42:25.148276] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 234.2 | RESULT: 超标
